# time,control output,box humidity,box temp,outside humidity,outside temp,heater 1 temp,heater 2 temp,P,I,D,SP,Err
1.012352647781372070e+02,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.217999999999999972e+01,5.779999999999999716e+01,8.640000000000000568e+00,4.612345693884124104e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.039485225677490234e+02,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.304999999999999716e+01,5.853999999999999915e+01,8.640000000000000568e+00,1.056327466587635017e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.051348252296447754e+02,1.000000000000000000e+02,1.300000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.346999999999999886e+01,5.889000000000000057e+01,8.640000000000000568e+00,4.618522022655985326e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.063112487792968750e+02,0.000000000000000000e+00,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.375999999999999801e+01,5.792999999999999972e+01,7.199999999999999289e+00,3.816717160074401677e-02,-6.465312000000000126e+01,3.000000000000000000e+01,0.000000000000000000e+00
1.085383596420288086e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.446999999999999886e+01,5.940999999999999659e+01,7.199999999999999289e+00,7.225503305923136610e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.097270920276641846e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.476000000000000512e+01,5.963000000000000256e+01,7.199999999999999289e+00,3.856651200439205340e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.109132707118988037e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.510999999999999943e+01,5.970000000000000284e+01,7.199999999999999289e+00,3.848366126614512217e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.120892817974090576e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.534000000000000341e+01,6.009000000000000341e+01,7.199999999999999289e+00,3.815378986447595655e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.132704160213470459e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.553000000000000114e+01,6.028000000000000114e+01,7.199999999999999289e+00,3.832000185807599157e-02,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
1.170281145572662354e+02,1.000000000000000000e+02,1.200000000000000000e+01,2.500000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,6.662999999999999545e+01,6.053999999999999915e+01,7.199999999999999289e+00,1.219124905198520348e-01,-0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
